title,company_name,has_company_name,salary,has_salary,location,url,source,description,label
"Работа в России, пищевое производство!",,0,,0,"Актобе, Юго-Запад 1",https://www.olx.kz/obyavlenie/rabota/rabota-v-rossii-pischevoe-proizvodstvo-IDqFciA.html,olx.kz,,
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,"Усть-Каменогорск, Бульвар Гагарина",https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyEZU.html,olx.kz,,
Требуется продавец консультант,,0,,0,Петропавловск,https://www.olx.kz/list/user/1lMKjW/,olx.kz,,
Требуется Экскаваторщик на колесный экскаватор Экскаватор-погрузчик3/1,,0,,0,"Алматы, Турксибский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-ekskavatorschik-na-kolesnyy-ekskavator-ekskavator-pogruzchik3-1-IDqHQWC.html,olx.kz,,
Требуется замерщик пласиковых окон,,0,,0,Темиртау,https://www.olx.kz/obyavlenie/rabota/trebuetsya-zamerschik-plasikovyh-okon-IDqJuOv.html,olx.kz,,
Требуются Грузчики,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-gruzchiki-IDqLRpT.html,olx.kz,,
Помощник пекаря в цех,,0,,0,"Астана, Есильский район",https://www.olx.kz/obyavlenie/rabota/pomoschnik-pekarya-v-tseh-IDqLRrX.html,olx.kz,,
Вакансия старший кассир,,0,,0,"Алматы, Наурызбайский район",https://www.olx.kz/obyavlenie/rabota/vakansiya-starshiy-kassir-IDqMsiX.html,olx.kz,,
Такси Яндекс: 35 заказов! За авто платить не нужно! ГСМ и ТО от нас!,,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/taksi-yandeks-35-zakazov-za-avto-platit-ne-nuzhno-gsm-i-to-ot-nas-IDq2PCm.html,olx.kz,,
Менеджер на пункт выдачи заказов в оптовую фирму,,0,,0,"Астана, Сарыаркинский район",https://www.olx.kz/obyavlenie/rabota/menedzher-na-punkt-vydachi-zakazov-v-optovuyu-firmu-IDqKMjc.html,olx.kz,,
Яндекс грузовой работа | Яндекс доставка | Бонус для грузовой,,0,,0,"Караганда, Октябрьский район",https://www.olx.kz/obyavlenie/rabota/yandeks-gruzovoy-rabota-yandeks-dostavka-bonus-dlya-gruzovoy-IDqAoOY.html,olx.kz,,
Требуются разнорабочие,,0,,0,"Алматы, Ауэзовский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-raznorabochie-IDqJs8Z.html,olx.kz,,
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,"Талдыкорган, Микрорайон 3",https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyFrl.html,olx.kz,,
Яндекс курьер работа | Яндекс доставка | Бонус для курьеров 15 000 тг,,0,,0,"Талдыкорган, Микрорайон 4",https://www.olx.kz/obyavlenie/rabota/yandeks-kurer-rabota-yandeks-dostavka-bonus-dlya-kurerov-15-000-tg-IDqAvsg.html,olx.kz,,
Требуется торговый представитель,,0,,0,"Алматы, Ауэзовский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-torgovyy-predstavitel-IDqAtLC.html,olx.kz,,
Требуется администратор-уборщица (женщина) в баню (график 1/2),,0,,0,Петропавловск,https://www.olx.kz/obyavlenie/rabota/trebuetsya-administrator-uborschitsa-zhenschina-v-banyu-grafik-1-2-IDpVJLM.html,olx.kz,,
Требуется администратор в новое кафе,,0,,0,"Астана, Есильский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-administrator-v-novoe-kafe-IDqzgum.html,olx.kz,,
Требуется сборщик мебели,,0,,0,"Астана, Байконурский",https://www.olx.kz/obyavlenie/rabota/trebuetsya-sborschik-mebeli-IDpKBaE.html,olx.kz,,
Требуется разнорабочие,,0,,0,Сайрам,https://www.olx.kz/obyavlenie/rabota/trebuetsya-raznorabochie-IDqL5X1.html,olx.kz,,
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,Семей,https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyF0y.html,olx.kz,,
"Вахта в России, пищевое производство!",,0,,0,Темиртау,https://www.olx.kz/obyavlenie/rabota/vahta-v-rossii-pischevoe-proizvodstvo-IDqFdaD.html,olx.kz,,
Мерчендайзер-жүк түсіруші/Мерчендайзер-грузчик Fix Price г.Костанай,,0,,0,Костанай,https://fix-price.olx.kz/home/,olx.kz,,
Требуется автомойщик,,0,,0,Сарыкамыс,https://www.olx.kz/obyavlenie/rabota/trebuetsya-avtomoyschik-IDqHRiz.html,olx.kz,,
Требуется водитель на фуру,,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-na-furu-IDqzBDG.html,olx.kz,,
Требуется фармацевт,,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/trebuetsya-farmatsevt-IDqL60k.html,olx.kz,,
Оператор колл центра,,0,,0,"Талдыкорган, Микрорайон 1",https://www.olx.kz/obyavlenie/rabota/operator-koll-tsentra-IDqMatX.html,olx.kz,,
Требуется грузчик разнорабочий,,0,,0,"Алматы, Алатауский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-gruzchik-raznorabochiy-IDpHthv.html,olx.kz,,
Требуется на работу мужчины,,0,,0,Жандосово,https://www.olx.kz/obyavlenie/rabota/trebuetsya-na-rabotu-muzhchiny-IDpTMbT.html,olx.kz,,
Требуется Аниматор на базу отдыха.,,0,,0,Кабанбай,https://www.olx.kz/obyavlenie/rabota/trebuetsya-animator-na-bazu-otdyha-IDqMski.html,olx.kz,,
"Требуется штатная техничка в районе Жагалау, Сат сити на Сыганак",,0,,0,"Астана, Нура",https://www.olx.kz/obyavlenie/rabota/trebuetsya-shtatnaya-tehnichka-v-rayone-zhagalau-sat-siti-na-syganak-IDqezRA.html,olx.kz,,
Требуется дворник в районе Нура - Жагалау,,0,,0,"Астана, Нура",https://www.olx.kz/obyavlenie/rabota/trebuetsya-dvornik-v-rayone-nura-zhagalau-IDoVxzT.html,olx.kz,,
Водитель на Еврофуру,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/voditel-na-evrofuru-IDqDPHK.html,olx.kz,,
Требуется горничная. Оплата сдельно - приличная.,,0,,0,Костанай,https://www.olx.kz/obyavlenie/rabota/trebuetsya-gornichnaya-oplata-sdelno-prilichnaya-IDpRSKj.html,olx.kz,,
Требуется грузчики (конкурентоспособная оплата труда),,0,,0,Петропавловск,https://www.olx.kz/obyavlenie/rabota/trebuetsya-gruzchiki-konkurentosposobnaya-oplata-truda-IDlJtPg.html,olx.kz,,
Свободный Тороговый предстовитель,,0,,0,"Уральск, Микрорайон 6 (Конаева)",https://www.olx.kz/obyavlenie/rabota/svobodnyy-torogovyy-predstovitel-IDqMbcm.html,olx.kz,,
Требуется сборщик грибов,,0,,0,Петропавловск,https://www.olx.kz/obyavlenie/rabota/trebuetsya-sborschik-gribov-IDqInXS.html,olx.kz,,
Требуется грузчик (з/п от 170.000 тг. График 2 через 2),,0,,0,Темиртау,https://www.olx.kz/obyavlenie/rabota/trebuetsya-gruzchik-z-p-ot-170-000-tg-grafik-2-cherez-2-IDmXYGF.html,olx.kz,,
Требуются строители,,0,,0,Петропавловск,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-stroiteli-IDqLkng.html,olx.kz,,
требуються водители на трал маз оплата еженедельно,,0,,0,"Кокшетау, Первая аптека",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-voditeli-na-tral-maz-oplata-ezhenedelno-IDpHPvI.html,olx.kz,,
Требуется дворник на Чингиза Айтматова,,0,,0,"Астана, Нура",https://www.olx.kz/obyavlenie/rabota/trebuetsya-dvornik-na-chingiza-aytmatova-IDpE6w1.html,olx.kz,,
Требуется инженер по охране труда и техники безовасности,,0,,0,"Шымкент, Аль-Фарабийский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-inzhener-po-ohrane-truda-i-tehniki-bezovasnosti-IDqGY3c.html,olx.kz,,
Требуется Крановщик на АвтоКран Новый Кйтаец 25тонн.ВС права обязатель,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-kranovschik-na-avtokran-novyy-kytaets-25tonn-vs-prava-obyazatel-IDqeGlo.html,olx.kz,,
Требуются электрики,,0,,0,"Атырау, Сары Арка",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-elektriki-IDqLnxf.html,olx.kz,,
Требуется водители для работы в такси БЕЗ ЗАЛОГА,,0,,0,Нуркен,https://halykpark.olx.kz/home/,olx.kz,,
Уборщица на постоянную работу,,0,,0,Нуркен,https://www.olx.kz/obyavlenie/rabota/uborschitsa-na-postoyannuyu-rabotu-IDpUm1S.html,olx.kz,,
Требуется специалист по GPS оборудованию (автотранспорт) Автоэлектрик,,0,,0,"Атырау, Авангард",https://www.olx.kz/obyavlenie/rabota/trebuetsya-spetsialist-po-gps-oborudovaniyu-avtotransport-avtoelektrik-IDqMsfz.html,olx.kz,,
Требуется продавец консультант,,0,,0,"Астана, Есильский район",https://www.olx.kz/list/user/1lMKjW/,olx.kz,,
Требуются разнорабочие на птицефабрику,,0,,0,Рудный,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-raznorabochie-na-ptitsefabriku-IDqLzMB.html,olx.kz,,
Такси Яндекс: 35 заказов! За авто платить не нужно! ГСМ и ТО от нас!,,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/taksi-yandeks-35-zakazov-za-avto-platit-ne-nuzhno-gsm-i-to-ot-nas-IDq2PCm.html,olx.kz,,
Помощник руководителя / специалист по документообороту,,0,,0,"Караганда, Казыбекбийский район",https://www.olx.kz/obyavlenie/rabota/pomoschnik-rukovoditelya-spetsialist-po-dokumentooborotu-IDqLwdi.html,olx.kz,,
Требуются специалисты в ремонте легкового транспорта,,0,,0,"Актау, 1",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-spetsialisty-v-remonte-legkovogo-transporta-IDqMaqc.html,olx.kz,,
продавец-консультант в магазин строительных материалов.,,0,,0,"Кокшетау, Центр города",https://www.olx.kz/obyavlenie/rabota/prodavets-konsultant-v-magazin-stroitelnyh-materialov-IDqKAX1.html,olx.kz,,
Требуется мастер монтажник,,0,,0,Валиханово,https://www.olx.kz/obyavlenie/rabota/trebuetsya-master-montazhnik-IDpTjND.html,olx.kz,,
АвтоКрановщикТребуется.Водительские праваВСобязательно.До45лет.,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/avtokranovschiktrebuetsya-voditelskie-pravavsobyazatelno-do45let-IDqr5Rk.html,olx.kz,,
"Требуется кондитер, частичная занятость",,0,,0,"Алматы, Жетысуский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-konditer-chastichnaya-zanyatost-IDpkZbN.html,olx.kz,,
Водитель дальнобойщик,,0,,0,"Астана, Алматинский район",https://www.olx.kz/obyavlenie/rabota/voditel-dalnoboyschik-IDmUUti.html,olx.kz,,
Водитель камаз с прицепом,,0,,0,"Кокшетау, Первая аптека",https://www.olx.kz/obyavlenie/rabota/voditel-kamaz-s-pritsepom-IDqMshO.html,olx.kz,,
Разнорабочий на зону отдыха,,0,,0,Лепсы,https://www.olx.kz/obyavlenie/rabota/raznorabochiy-na-zonu-otdyha-IDqMapv.html,olx.kz,,
Требуются робочии в лес!,,0,,0,Бесколь,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-robochii-v-les-IDqLRgT.html,olx.kz,,
Срочно требуются ФОРМОВЩИКИ хлебобулочных изделий,,0,,0,Экибастуз,https://www.olx.kz/obyavlenie/rabota/srochno-trebuyutsya-formovschiki-hlebobulochnyh-izdeliy-IDkrRjS.html,olx.kz,,
Требуется кондитер заготовитель,,0,,0,"Караганда, Казыбекбийский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-konditer-zagotovitel-IDo8WX4.html,olx.kz,,
Менеджер на пункт выдачи заказов в оптовую фирму,,0,,0,"Астана, Сарыаркинский район",https://www.olx.kz/obyavlenie/rabota/menedzher-na-punkt-vydachi-zakazov-v-optovuyu-firmu-IDqKMjc.html,olx.kz,,
Требуется менеджер по Аренде 500тыс,,0,,0,"Астана, Байконурский",https://www.olx.kz/obyavlenie/rabota/trebuetsya-menedzher-po-arende-500tys-IDqMhGh.html,olx.kz,,
Требуется дизайнер мебели,,0,,0,"Алматы, Алмалинский район",https://www.olx.kz/obyavlenie/rabota/trebuetsya-dizayner-mebeli-IDqGYzq.html,olx.kz,,
"Требуется машинисты бульдозеров Т-130,Т-170,ДЭТ-320.",,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/trebuetsya-mashinisty-buldozerov-t-130-t-170-det-320-IDpkaMz.html,olx.kz,,
Примем на работу помощник завсклада,,0,,0,Павлодар,https://www.olx.kz/obyavlenie/rabota/primem-na-rabotu-pomoschnik-zavsklada-IDqGJbd.html,olx.kz,,
В Деляну требуются рабочие,,0,,0,Петропавловск,https://www.olx.kz/obyavlenie/rabota/v-delyanu-trebuyutsya-rabochie-IDq12jX.html,olx.kz,,
Открыта вакансия Бариста,,0,,0,Рудный,https://www.olx.kz/obyavlenie/rabota/otkryta-vakansiya-barista-IDqpyEa.html,olx.kz,,
"Работа в Европе, Корее , США СРОЧНО!",,0,,0,"Алматы, Бостандыкский район",https://www.olx.kz/list/user/4WqRs/,olx.kz,,
На озеро Алаколь на базу отдыха требуется.,,0,,0,Кабанбай,https://www.olx.kz/obyavlenie/rabota/na-ozero-alakol-na-bazu-otdyha-trebuetsya-IDq21PR.html,olx.kz,,
Нужны кладчики на Жк,,0,,0,"Алматы, Алмалинский район",https://www.olx.kz/obyavlenie/rabota/nuzhny-kladchiki-na-zhk-IDqz5Cx.html,olx.kz,,
требуется водитель на Миксер,,0,,0,Затобольск,https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-na-mikser-IDqDbIg.html,olx.kz,,
Требуются рабочие на строительство,,0,,0,"Караганда, Казыбекбийский район",https://www.olx.kz/obyavlenie/rabota/trebuyutsya-rabochie-na-stroitelstvo-IDqf8n2.html,olx.kz,,
