title,company_name,has_company_name,salary,has_salary,url,source,description,label,id,text
Требуется люди на прицефабрику,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-lyudi-na-pritsefabriku-IDqzoIM.html,olx.kz,,0,439,требуется люди на прицефабрику 
Хостес,ТОО Trifolium NS,1,"от 600 000 ₸ за месяц, до вычета налогов",1,https://almaty.hh.kz/vacancy/132087472?hhtmFrom=vacancy_search_list,hh.kz,"если вы амбициозны, уверенны в своих силах , находитесь в поиске интересной работы - добро пожаловать к нам! 🔹 обязанности: • работа с входящими заявками • продвижение услуг ресторана • поддержание долгосрочных отношений с клиентами • выполнение плана продаж 🔹 требования: • опыт от 1 года (желательно в сфере horeca) • отличные коммуникативные навыки • ориентация на результат • грамотная речь (русский / казахский — желательно) 🔹 условия: • конкурентная заработная плата (оклад + % от продаж) • дружный коллектив • возможность карьерного роста",0,247,хостес если вы амбициозны уверенны в своих силах находитесь в поиске интересной работы добро пожаловать к нам обязанности работа с входящими заявками продвижение услуг ресторана поддержание долгосрочных отношений с клиентами выполнение плана продаж требования опыт от 1 года желательно в сфере horeca отличные коммуникативные навыки ориентация на результат грамотная речь русский казахский желательно условия конкурентная заработная плата оклад от продаж дружный коллектив возможность карьерного роста
Курьер,ТОО АБТ-КОНСАЛТИНГ,1,"от 370 000 ₸ за месяц, до вычета налогов",1,https://almaty.hh.kz/vacancy/132203901?hhtmFrom=vacancy_search_list,hh.kz,обязанности: отчётность по выполненным заданиям выполнение поручений по городу требования: ответственность и пунктуальность вежливость и аккуратность при работе с клиентами условия: график работ с 9:00 до 18:00,0,416,курьер обязанности отчётность по выполненным заданиям выполнение поручений по городу требования ответственность и пунктуальность вежливость и аккуратность при работе с клиентами условия график работ с 9 00 до 18 00
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyFrQ.html,olx.kz,,0,750,таксопарк яндекс яндекс такси для водителей подключение водителей 
Директор филиала в г.Караганда,"Радуга, ТОО (Компания Raduga KDR)",1,,0,https://almaty.hh.kz/vacancy/132241930?hhtmFrom=vacancy_search_list,hh.kz,"директор филиала тоо ""радуга"" в г.караганда обязанности: осуществляет общее руководство деятельностью филиала, неся всю полноту ответственности за последствия принимаемых решений, сохранность и эффективное использование имущества организации, а также финансово-хозяйственные результаты ее деятельности; организует безубыточную деятельность филиала; определяет политику, стратегию деятельности филиала и механизм их реализации. осуществляет выстраивание торговой политики предприятий региона, где расположено вверенное ему подразделение; осуществляет контроль текущей работы супервайзеров, торговых представителей и мерчендайзеров; создание профессиональной команды, как основного инструмента достижения поставленных целей, с применением видов и техник контроля; возглавляет работу по поддержанию и развитию клиентской сети, достижению максимального, стремящегося к 100% показателя количественной и качественной дистрибуции по всем видам продукции, на закрепленной территории. формирует структуру филиала, принимает и увольняет работников филиала в соответствии с внутренней нормативной документацией компании и соблюдением всех установленных процедур согласования со специалистами и руководителями подразделений головного офиса компании; осуществляет рациональное распределение должностных обязанностей среди работников филиала и обеспечивает работу подразделений филиала в соответствии с внутренней нормативной документацией компании и законодательством республики казахстан; принимает меры по обеспечению филиала квалифицированными кадрами, рациональному использованию и развитию их профессиональных знаний и опыта, созданию безопасных и благоприятных для жизни и здоровья условий труда, соблюдению требований законодательства об охране окружающей среды, формированию благоприятной психологической атмосферы в коллективе; издает локальные нормативные акты филиала, приказы и дает указания, не противоречащие законодательству республики казахстан и обязательные для всех работников филиала; осуществляет контроль за материальными и нематериальными средствами компании, согласно законодательству республики казахстан; осуществляет руководство работой по сохранению постоянных клиентов компании и привлечению новых; обеспечивает работоспособность всех вверенных подразделений филиала; осуществляет выполнение плана продаж, соблюдение финансового плана, согласованных и утвержденных в ответственных подразделениях компании; изучает потребность в продукции компании в месте расположения филиала; участвует в инвентаризации материальных ценностей филиала; обеспечивает сохранность продукции и другого имущества компании; инспектирует работы по проведению хозяйственных операций на складе, согласно установленной отчётности; принимает все возможные меры по недопущению утраты продукции; осуществляет контроль за техническим состоянием автотранспорта компании, находящегося в распоряжении филиала, осуществляет контроль за своевременностью технического обслуживания, принимает меры по устранению неисправностей транспортных средств и восстановлению их работоспособности; организует и координирует работы по охране труда и технике безопасности и пожарной безопасности в филиале. требования: опыт работы в качестве руководителя торгового подразделения/ начальника торгового отдела от 2 лет и выше; высшее образование; знание техник продаж и дистрибуции; знание программ word, excel, 1с личные качества: лидерские навыки, финансовая грамотность, мотивация на результат условия: конкурентный уровень оплаты труда (зарплата+ бонусы) есть все для самореализации трудовой отпуск- 24 календарных дня предоставление гсм, оплата сотовой связи отличный коллектив",0,130,директор филиала в г караганда директор филиала тоо радуга в г караганда обязанности осуществляет общее руководство деятельностью филиала неся всю полноту ответственности за последствия принимаемых решений сохранность и эффективное использование имущества организации а также финансово хозяйственные результаты ее деятельности организует безубыточную деятельность филиала определяет политику стратегию деятельности филиала и механизм их реализации осуществляет выстраивание торговой политики предприятий региона где расположено вверенное ему подразделение осуществляет контроль текущей работы супервайзеров торговых представителей и мерчендайзеров создание профессиональной команды как основного инструмента достижения поставленных целей с применением видов и техник контроля возглавляет работу по поддержанию и развитию клиентской сети достижению максимального стремящегося к 100 показателя количественной и качественной дистрибуции по всем видам продукции на закрепленной территории формирует структуру филиала принимает и увольняет работников филиала в соответствии с внутренней нормативной документацией компании и соблюдением всех установленных процедур согласования со специалистами и руководителями подразделений головного офиса компании осуществляет рациональное распределение должностных обязанностей среди работников филиала и обеспечивает работу подразделений филиала в соответствии с внутренней нормативной документацией компании и законодательством республики казахстан принимает меры по обеспечению филиала квалифицированными кадрами рациональному использованию и развитию их профессиональных знаний и опыта созданию безопасных и благоприятных для жизни и здоровья условий труда соблюдению требований законодательства об охране окружающей среды формированию благоприятной психологической атмосферы в коллективе издает локальные нормативные акты филиала приказы и дает указания не противоречащие законодательству республики казахстан и обязательные для всех работников филиала осуществляет контроль за материальными и нематериальными средствами компании согласно законодательству республики казахстан осуществляет руководство работой по сохранению постоянных клиентов компании и привлечению новых обеспечивает работоспособность всех вверенных подразделений филиала осуществляет выполнение плана продаж соблюдение финансового плана согласованных и утвержденных в ответственных подразделениях компании изучает потребность в продукции компании в месте расположения филиала участвует в инвентаризации материальных ценностей филиала обеспечивает сохранность продукции и другого имущества компании инспектирует работы по проведению хозяйственных операций на складе согласно установленной отчётности принимает все возможные меры по недопущению утраты продукции осуществляет контроль за техническим состоянием автотранспорта компании находящегося в распоряжении филиала осуществляет контроль за своевременностью технического обслуживания принимает меры по устранению неисправностей транспортных средств и восстановлению их работоспособности организует и координирует работы по охране труда и технике безопасности и пожарной безопасности в филиале требования опыт работы в качестве руководителя торгового подразделения начальника торгового отдела от 2 лет и выше высшее образование знание техник продаж и дистрибуции знание программ word excel 1с личные качества лидерские навыки финансовая грамотность мотивация на результат условия конкурентный уровень оплаты труда зарплата бонусы есть все для самореализации трудовой отпуск 24 календарных дня предоставление гсм оплата сотовой связи отличный коллектив
Водитель,ТОО Sozo,1,"15 000 ₸ за смену, на руки",1,https://almaty.hh.kz/vacancy/131899854?hhtmFrom=vacancy_search_list,hh.kz,обязанности: осуществления погрузочно-разгрузочных работ; обеспечение сохранности автомобиля и вверенного груза; поддержание вверенного автотранспорта в надлежавшем состоянии (чистота и документация). развозка товара (продукты питания) требования: внимательность и аккуратность; дисциплинированность и умение работать в коллективе; опыт работы водителя-экспедитор аккуратное вождение готовность к материальной ответственности. условия: график работы вт-вс с 5.00 утра официальное трудоустройство работа на автомобиле газель,0,403,водитель обязанности осуществления погрузочно разгрузочных работ обеспечение сохранности автомобиля и вверенного груза поддержание вверенного автотранспорта в надлежавшем состоянии чистота и документация развозка товара продукты питания требования внимательность и аккуратность дисциплинированность и умение работать в коллективе опыт работы водителя экспедитор аккуратное вождение готовность к материальной ответственности условия график работы вт вс с 5 00 утра официальное трудоустройство работа на автомобиле газель
Требуются Дорожные рабочие,,0,50 000 тг.,1,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-dorozhnye-rabochie-IDqKqDZ.html,olx.kz,,0,668,требуются дорожные рабочие 
Директор филиала,Hircost,1,,0,https://almaty.hh.kz/vacancy/132192640?hhtmFrom=vacancy_search_list,hh.kz,"hircost - российский бренд медицинской одежды и street-wear нового уровня комфорта. уже 4 года мы создаём стильную и удобную одежду для врачей: хирургические костюмы, стритвир, выпускаем тематические дропы, аксессуары с медицинской тематикой. наша миссия - создавать среду, в которой каждый ценит себя и сохраняет целостность, несмотря на тяжёлую работу и быстрый темп жизни. сейчас мы растем в казахстане и ищем в команду директора филиала . это человек, который запустит представительство с нуля и будет полностью отвечать за результаты подразделения. что предстоит делать: запустить филиал компании с нуля: подготовить помещение, скоординировать стартовые процессы, обеспечить готовность инфраструктуры. обеспечивать бесперебойные продажи через kaspi, собственный сайт, розничные магазины и b2b. контролировать наличие товара, ценообразование и выполнение плановых показателей по каждому каналу. организовать приёмку товара из киргизии и россии, складское хранение и доставку до клиентов. контролировать локальную бухгалтерию и налоги, найти и управлять подрядчиками на аутсорсе. участвовать в адаптации маркетинговых материалов под казахстанский рынок. синхронизироваться с управляющим директором по ключевым показателям, результатам и возникающим вопросам. мы предлагаем: работу в компании с сильным брендом и уникальной нишей, где казахстанский филиал — это не «удалённый офис», а полноценная часть бизнеса с высокой степенью автономии. реальную ответственность и свободу: вы запускаете филиал с нуля, принимаете решения на месте и напрямую влияете на результат. масштаб: запуск одного филиала — как стартовая точка. дальше — возможности расширения географии и зон ответственности. конкурентную заработную плату (обсуждается по результатам собеседования). для нас важно: опыт работы или ведения бизнеса в казахстане от 2 лет, понимание локальной специфики, маркетплейсов, налогового законодательства, менталитета потребителей. запуск бизнеса с нуля: открытие филиалов, представительств или своего дела в казахстане. умение выстраивать операционные процессы от поиска помещений до запуска продаж. знание kaspi — обязательно. опыт с ozon, wildberries (казахстан) будет вашим преимуществом. управление бюджетом (p&l): финансовая ответственность за подразделение или бизнес-юнит. понимание логистики и таможни: приёмка, хранение, доставка, таможенное оформление в рамках еаэс. опыт открытия и управления магазинами: поиск помещений, ремонт, найм, запуск. работа в ритейле, e-commerce, дистрибуции или управлении филиалом от 5 лет, из них минимум 3 года — на позиции руководителя подразделения / филиала. успешное управление командой: найм, мотивация, распределение задач, ответственность за результат. будет здорово, если ещё… вы говорите на казахском языке; у вас есть опыт в категории «медицинская одежда» или «текстиль»; вы запускали бизнес в казахстане именно с нуля. если чувствуете, что это ваша роль — ждём ваш отклик. расскажите о себе и своём опыте в сопроводительном письме. будем рады знакомству!",0,220,директор филиала hircost российский бренд медицинской одежды и street wear нового уровня комфорта уже 4 года мы создаём стильную и удобную одежду для врачей хирургические костюмы стритвир выпускаем тематические дропы аксессуары с медицинской тематикой наша миссия создавать среду в которой каждый ценит себя и сохраняет целостность несмотря на тяжёлую работу и быстрый темп жизни сейчас мы растем в казахстане и ищем в команду директора филиала это человек который запустит представительство с нуля и будет полностью отвечать за результаты подразделения что предстоит делать запустить филиал компании с нуля подготовить помещение скоординировать стартовые процессы обеспечить готовность инфраструктуры обеспечивать бесперебойные продажи через kaspi собственный сайт розничные магазины и b2b контролировать наличие товара ценообразование и выполнение плановых показателей по каждому каналу организовать приёмку товара из киргизии и россии складское хранение и доставку до клиентов контролировать локальную бухгалтерию и налоги найти и управлять подрядчиками на аутсорсе участвовать в адаптации маркетинговых материалов под казахстанский рынок синхронизироваться с управляющим директором по ключевым показателям результатам и возникающим вопросам мы предлагаем работу в компании с сильным брендом и уникальной нишей где казахстанский филиал это не удалённый офис а полноценная часть бизнеса с высокой степенью автономии реальную ответственность и свободу вы запускаете филиал с нуля принимаете решения на месте и напрямую влияете на результат масштаб запуск одного филиала как стартовая точка дальше возможности расширения географии и зон ответственности конкурентную заработную плату обсуждается по результатам собеседования для нас важно опыт работы или ведения бизнеса в казахстане от 2 лет понимание локальной специфики маркетплейсов налогового законодательства менталитета потребителей запуск бизнеса с нуля открытие филиалов представительств или своего дела в казахстане умение выстраивать операционные процессы от поиска помещений до запуска продаж знание kaspi обязательно опыт с ozon wildberries казахстан будет вашим преимуществом управление бюджетом p l финансовая ответственность за подразделение или бизнес юнит понимание логистики и таможни приёмка хранение доставка таможенное оформление в рамках еаэс опыт открытия и управления магазинами поиск помещений ремонт найм запуск работа в ритейле e commerce дистрибуции или управлении филиалом от 5 лет из них минимум 3 года на позиции руководителя подразделения филиала успешное управление командой найм мотивация распределение задач ответственность за результат будет здорово если ещё вы говорите на казахском языке у вас есть опыт в категории медицинская одежда или текстиль вы запускали бизнес в казахстане именно с нуля если чувствуете что это ваша роль ждём ваш отклик расскажите о себе и своём опыте в сопроводительном письме будем рады знакомству
Требуется домработница с проживанием на рабочем месте,,0,25 000 тг.,1,https://www.olx.kz/obyavlenie/rabota/trebuetsya-domrabotnitsa-s-prozhivaniem-na-rabochem-meste-IDqII82.html,olx.kz,,0,773,требуется домработница с проживанием на рабочем месте 
"Кассир на АЗС QazaqOil/КазМунайГаз, Караганда",,0,,0,https://www.olx.kz/list/user/jZf0i/,olx.kz,,0,711,кассир на азс qazaqoil казмунайгаз караганда 
"Работа в России, пищевое производство!",,0,,0,https://www.olx.kz/obyavlenie/rabota/rabota-v-rossii-pischevoe-proizvodstvo-IDqFciA.html,olx.kz,,0,779,работа в россии пищевое производство 
Пекарь в ночную смену,,0,,0,https://www.olx.kz/obyavlenie/rabota/pekar-v-nochnuyu-smenu-IDq0B0K.html,olx.kz,,0,625,пекарь в ночную смену 
Работа для студентов и школьников,,0,75 000 тг.,1,https://www.olx.kz/obyavlenie/rabota/rabota-dlya-studentov-i-shkolnikov-IDqEI43.html,olx.kz,,0,713,работа для студентов и школьников 
Требуються сотрудники в строительную фирму,,0,140 000 тг.,1,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-sotrudniki-v-stroitelnuyu-firmu-IDqLxAg.html,olx.kz,,0,651,требуються сотрудники в строительную фирму 
Сервис-инженер (постаматы),Kaspi.kz,1,,0,https://almaty.hh.kz/vacancy/132137908?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: мобильность, готовность к разъездному характеру работы; опыт работы не менее 1 года по технической специальности; навыки работы с современным программным обеспечением (по); приветствуется опыт работы по направлению сервисного обслуживания офисной и компьютерной техники; приветствуются знания в области оборудования, используемого для обслуживания платежных карточек, терминалов самообслуживания, банкоматов, pos терминалов и основных протоколов, использующихся в данном оборудовании; вам предстоит: проводить мелкий текущий ремонт запасных частей; контроль резерва запасных частей; поддержание работоспособности pos терминальной сети kaspi.kz; выезд на точки по заявкам с целью устранения технических проблем. мы предлагаем: высокопрофессиональную команду, в которой интересно работать и развиваться; профессиональное развитие и карьерный рост; комфортные условия труда, хорошо оборудованное рабочее место; достойный уровень заработной платы + бонусы",0,387,сервис инженер постаматы обязанности мобильность готовность к разъездному характеру работы опыт работы не менее 1 года по технической специальности навыки работы с современным программным обеспечением по приветствуется опыт работы по направлению сервисного обслуживания офисной и компьютерной техники приветствуются знания в области оборудования используемого для обслуживания платежных карточек терминалов самообслуживания банкоматов pos терминалов и основных протоколов использующихся в данном оборудовании вам предстоит проводить мелкий текущий ремонт запасных частей контроль резерва запасных частей поддержание работоспособности pos терминальной сети kaspi kz выезд на точки по заявкам с целью устранения технических проблем мы предлагаем высокопрофессиональную команду в которой интересно работать и развиваться профессиональное развитие и карьерный рост комфортные условия труда хорошо оборудованное рабочее место достойный уровень заработной платы бонусы
Требуются электрики,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-elektriki-IDqLnxf.html,olx.kz,,1,822,требуются электрики 
Требуется помощник технолога пекарни (мастер),,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-pomoschnik-tehnologa-pekarni-master-IDpdorM.html,olx.kz,,0,497,требуется помощник технолога пекарни мастер 
Директор филиала,ТОО ALTRA TYRES,1,от 400 000 до 600 000 ₸ за месяц на руки,1,https://almaty.hh.kz/vacancy/132257231?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: - полное операционное управление филиалом (продажи, склад, шиномонтаж) - выполнение планов по выручке и прибыли - контроль складских остатков и оборачиваемости товара - управление персоналом (подбор, обучение, мотивация, контроль) - ведение управленческой отчётности - работа с клиентами и ключевыми партнёрами - оптимизация бизнес-процессов филиала - контроль качества обслуживания и стандартов компании - взаимодействие с центральным офисом требования: - опыт работы на руководящей позиции от 2–3 лет - опыт в сфере шинного бизнеса, автосервиса или складской логистики - преимущество - навыки управления командой - понимание финансовых показателей (выручка, маржа, оборачиваемость) - уверенное владение пк, желательно знание 1с - лидерские качества, ответственность, ориентация на результат",0,113,директор филиала обязанности полное операционное управление филиалом продажи склад шиномонтаж выполнение планов по выручке и прибыли контроль складских остатков и оборачиваемости товара управление персоналом подбор обучение мотивация контроль ведение управленческой отчётности работа с клиентами и ключевыми партнёрами оптимизация бизнес процессов филиала контроль качества обслуживания и стандартов компании взаимодействие с центральным офисом требования опыт работы на руководящей позиции от 2 3 лет опыт в сфере шинного бизнеса автосервиса или складской логистики преимущество навыки управления командой понимание финансовых показателей выручка маржа оборачиваемость уверенное владение пк желательно знание 1с лидерские качества ответственность ориентация на результат
Электрик (производство),ТОО PET,1,"400 000 ₸ за месяц, на руки",1,https://almaty.hh.kz/vacancy/132237938?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: обеспечение и поддержка исправного состояния электрических систем, безаварийной и работы обслуживаемых устройств и электрооборудования. монтаж новых электрических сетей, оборудования и станков проведение планово-предупредительных ремонтных работ (ппр) электрической и механической части оборудования. выявление причины износа, принятие мер по их предупреждению и устранению. обеспечение правильной эксплуатации, своевременный качественный ремонт в соответствии с инструкциями по техническому обслуживанию, действующими техническими условиями и нормами и обслуживание электрических сетей организации. ликвидация неисправности в работе устройств, их ремонт, монтаж и регулировку. участие в разработке перспективных и текущих планов электрификации производства в целом и его структурных подразделений. соблюдение правил внутреннего распорядка цеха и режим работы. соблюдение правил охраны труда, техники безопасности и пожарной безопасности требования: опыт работы не менее 3 лет группа допуска не ниже 3 дисциплинированность условия: график работы с 8.00 до 17.00 5\2 предоставляется проездной билет предоставляется горячий обед адрес коктал 15",0,233,электрик производство обязанности обеспечение и поддержка исправного состояния электрических систем безаварийной и работы обслуживаемых устройств и электрооборудования монтаж новых электрических сетей оборудования и станков проведение планово предупредительных ремонтных работ ппр электрической и механической части оборудования выявление причины износа принятие мер по их предупреждению и устранению обеспечение правильной эксплуатации своевременный качественный ремонт в соответствии с инструкциями по техническому обслуживанию действующими техническими условиями и нормами и обслуживание электрических сетей организации ликвидация неисправности в работе устройств их ремонт монтаж и регулировку участие в разработке перспективных и текущих планов электрификации производства в целом и его структурных подразделений соблюдение правил внутреннего распорядка цеха и режим работы соблюдение правил охраны труда техники безопасности и пожарной безопасности требования опыт работы не менее 3 лет группа допуска не ниже 3 дисциплинированность условия график работы с 8 00 до 17 00 5 2 предоставляется проездной билет предоставляется горячий обед адрес коктал 15
Требуются фармацевты,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-farmatsevty-IDpGbYm.html,olx.kz,,0,737,требуются фармацевты 
Требуется Администратор менеджер,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-administrator-menedzher-IDqGWtr.html,olx.kz,,0,608,требуется администратор менеджер 
Ночной Фасовщик,ТОО DOSFARM,1,"от 220 000 ₸ за месяц, на руки",1,https://almaty.hh.kz/vacancy/132145223?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: ● работать на конвейерной линии; ● упаковывать препараты в коробки; ● формировать гофры коробки; ● укладывать на паллеты; ● приклеивать на каждую коробку групповую этикетку; ● обматывать стрейч пленкой паллету с коробками; ● соблюдать правила производственной санитарии, гигиенических норм (работа в мед. масках, перчатках, форме). требования: ● высокая скорость и физическая выносливость; ● умение работать в команде; ● ответственное отношение к работе. условия: ● оформление по тк рк; ● график 5/2 с 21:30 до 06:00 часо, обеденное время 30 минут с 01:30 до 02:00; ● вид оплаты: сдельная; ● удобное местонахождение компании в городе (ориентировочно ниже тц максима). на собеседование можно приходить с 10:00 до 16:00 (с 13:00 до 14:00ч обеденный перерыв) по адресу: г. алматы, ул. чаплыгина 3.",0,374,ночной фасовщик обязанности работать на конвейерной линии упаковывать препараты в коробки формировать гофры коробки укладывать на паллеты приклеивать на каждую коробку групповую этикетку обматывать стрейч пленкой паллету с коробками соблюдать правила производственной санитарии гигиенических норм работа в мед масках перчатках форме требования высокая скорость и физическая выносливость умение работать в команде ответственное отношение к работе условия оформление по тк рк график 5 2 с 21 30 до 06 00 часо обеденное время 30 минут с 01 30 до 02 00 вид оплаты сдельная удобное местонахождение компании в городе ориентировочно ниже тц максима на собеседование можно приходить с 10 00 до 16 00 с 13 00 до 14 00ч обеденный перерыв по адресу г алматы ул чаплыгина 3
